 Time ,Mass ,LongitudinalMOI,RotationalMOI,CPLocation ,CGLocation,Mach number
19.2,14.657006,5.666661,0.039178,1.478663,1.108564,0.188756
19.25,14.657006,5.666661,0.039178,1.479677,1.108564,0.187191
19.3,14.657006,5.666661,0.039178,1.47946,1.108564,0.185655
19.35,14.657006,5.666661,0.039178,1.478026,1.108564,0.184107
19.4,14.657006,5.666661,0.039178,1.475889,1.108564,0.182589
19.45,14.657006,5.666661,0.039178,1.474873,1.108564,0.181038
19.5,14.657006,5.666661,0.039178,1.475163,1.108564,0.179448
19.55,14.657006,5.666661,0.039178,1.47479,1.108564,0.17789
19.6,14.657006,5.666661,0.039178,1.473049,1.108564,0.17639
19.65,14.657006,5.666661,0.039178,1.473057,1.108564,0.174835
19.7,14.657006,5.666661,0.039178,1.472273,1.108564,0.173319
19.75,14.657006,5.666661,0.039178,1.473564,1.108564,0.171736
19.8,14.657006,5.666661,0.039178,1.473016,1.108564,0.170229
19.85,14.657006,5.666661,0.039178,1.473799,1.108564,0.168682
19.9,14.657006,5.666661,0.039178,1.474216,1.108564,0.167156
19.95,14.657006,5.666661,0.039178,1.475229,1.108564,0.165615
20,14.657006,5.666661,0.039178,1.474206,1.108564,0.164155
20.05,14.657006,5.666661,0.039178,1.477218,1.108564,0.162553
20.1,14.657006,5.666661,0.039178,1.47843,1.108564,0.16102
20.15,14.657006,5.666661,0.039178,1.479676,1.108564,0.159465
20.2,14.657006,5.666661,0.039178,1.476639,1.108564,0.157871
20.25,14.657006,5.666661,0.039178,1.476037,1.108564,0.156359
20.3,14.657006,5.666661,0.039178,1.473287,1.108564,0.154767
20.35,14.657006,5.666661,0.039178,1.472451,1.108564,0.153236
20.4,14.657006,5.666661,0.039178,1.471979,1.108564,0.151713
20.45,14.657006,5.666661,0.039178,1.473416,1.108564,0.150253
20.5,14.657006,5.666661,0.039178,1.474801,1.108564,0.148789
20.55,14.657006,5.666661,0.039178,1.475847,1.108564,0.147308
20.6,14.657006,5.666661,0.039178,1.475796,1.108564,0.145785
20.65,14.657006,5.666661,0.039178,1.472928,1.108564,0.144154
20.7,14.657006,5.666661,0.039178,1.473688,1.108564,0.142652
20.75,14.657006,5.666661,0.039178,1.474672,1.108564,0.141154
20.8,14.657006,5.666661,0.039178,1.472821,1.108564,0.139549
20.85,14.657006,5.666661,0.039178,1.471205,1.108564,0.137949
20.9,14.657006,5.666661,0.039178,1.472965,1.108564,0.136465
20.95,14.657006,5.666661,0.039178,1.474813,1.108564,0.134981
21,14.657006,5.666661,0.039178,1.473349,1.108564,0.133376
21.05,14.657006,5.666661,0.039178,1.47834,1.108564,0.131996
21.1,14.657006,5.666661,0.039178,1.478911,1.108564,0.130459
21.15,14.657006,5.666661,0.039178,1.479187,1.108564,0.128936
21.2,14.657006,5.666661,0.039178,1.476295,1.108564,0.127481
21.25,14.657006,5.666661,0.039178,1.476188,1.108564,0.125931
21.3,14.657006,5.666661,0.039178,1.473788,1.108564,0.124465
21.35,14.657006,5.666661,0.039178,1.473388,1.108564,0.122932
21.4,14.657006,5.666661,0.039178,1.474491,1.108564,0.121348
21.45,14.657006,5.666661,0.039178,1.474928,1.108564,0.119792
21.5,14.657006,5.666661,0.039178,1.472317,1.108564,0.118345
21.55,14.657006,5.666661,0.039178,1.471217,1.108564,0.116851
21.6,14.657006,5.666661,0.039178,1.469476,1.108564,0.115385
21.65,14.657006,5.666661,0.039178,1.469252,1.108564,0.113868
21.7,14.657006,5.666661,0.039178,1.467376,1.108564,0.112418
21.75,14.657006,5.666661,0.039178,1.468758,1.108564,0.110851
21.8,14.657006,5.666661,0.039178,1.463264,1.108564,0.109555
21.85,14.657006,5.666661,0.039178,1.465303,1.108564,0.107971
21.9,14.657006,5.666661,0.039178,1.467695,1.108564,0.106383
21.95,14.657006,5.666661,0.039178,1.46959,1.108564,0.104821
22,14.657006,5.666661,0.039178,1.467474,1.108564,0.10341
22.05,14.657006,5.666661,0.039178,1.466819,1.108564,0.10195
22.1,14.657006,5.666661,0.039178,1.465202,1.108564,0.100532
22.15,14.657006,5.666661,0.039178,1.463596,1.108564,0.099121
22.2,14.657006,5.666661,0.039178,1.465283,1.108564,0.097585
22.25,14.657006,5.666661,0.039178,1.463821,1.108564,0.096178
22.3,14.657006,5.666661,0.039178,1.467407,1.108564,0.094578
22.35,14.657006,5.666661,0.039178,1.4669,1.108564,0.093139
22.4,14.657006,5.666661,0.039178,1.46593,1.108564,0.091722
22.45,14.657006,5.666661,0.039178,1.467798,1.108564,0.090198
22.5,14.657006,5.666661,0.039178,1.466438,1.108564,0.088802
22.55,14.657006,5.666661,0.039178,1.466494,1.108564,0.087353
22.6,14.657006,5.666661,0.039178,1.46829,1.108564,0.08584
22.65,14.657006,5.666661,0.039178,1.468564,1.108564,0.084386
22.7,14.657006,5.666661,0.039178,1.468502,1.108564,0.082947
22.75,14.657006,5.666661,0.039178,1.467825,1.108564,0.081533
22.8,14.657006,5.666661,0.039178,1.469115,1.108564,0.080044
22.85,14.657006,5.666661,0.039178,1.470676,1.108564,0.078546
22.9,14.657006,5.666661,0.039178,1.470433,1.108564,0.077116
22.95,14.657006,5.666661,0.039178,1.4699,1.108564,0.075696
23,14.657006,5.666661,0.039178,1.472302,1.108564,0.074166
23.05,14.657006,5.666661,0.039178,1.47016,1.108564,0.072805
23.1,14.657006,5.666661,0.039178,1.470338,1.108564,0.071356
23.15,14.657006,5.666661,0.039178,1.472534,1.108564,0.069831
23.2,14.657006,5.666661,0.039178,1.468212,1.108564,0.06855
23.25,14.657006,5.666661,0.039178,1.467863,1.108564,0.067118
23.3,14.657006,5.666661,0.039178,1.4681,1.108564,0.065661
23.35,14.657006,5.666661,0.039178,1.465273,1.108564,0.064324
23.4,14.657006,5.666661,0.039178,1.459339,1.108564,0.063125
23.45,14.657006,5.666661,0.039178,1.463635,1.108564,0.061488
23.5,14.657006,5.666661,0.039178,1.4609,1.108564,0.060148
23.55,14.657006,5.666661,0.039178,1.45836,1.108564,0.058802
23.6,14.657006,5.666661,0.039178,1.458396,1.108564,0.05734
23.65,14.657006,5.666661,0.039178,1.454708,1.108564,0.056044
23.7,14.657006,5.666661,0.039178,1.449896,1.108564,0.054809
23.75,14.657006,5.666661,0.039178,1.4481,1.108564,0.053429
23.8,14.657006,5.666661,0.039178,1.450905,1.108564,0.051817
23.85,14.657006,5.666661,0.039178,1.448487,1.108564,0.050458
23.9,14.657006,5.666661,0.039178,1.448795,1.108564,0.04896
23.95,14.657006,5.666661,0.039178,1.445266,1.108564,0.047648
24,14.657006,5.666661,0.039178,1.445357,1.108564,0.046148
24.05,14.657006,5.666661,0.039178,1.44072,1.108564,0.044887
24.1,14.657006,5.666661,0.039178,1.439056,1.108564,0.043465
24.15,14.657006,5.666661,0.039178,1.434763,1.108564,0.042185
24.2,14.657006,5.666661,0.039178,1.430663,1.108564,0.040895
24.25,14.657006,5.666661,0.039178,1.425839,1.108564,0.039654
24.3,14.657006,5.666661,0.039178,1.422054,1.108564,0.038348
24.35,14.657006,5.666661,0.039178,1.421006,1.108564,0.036845
24.4,14.657006,5.666661,0.039178,1.414415,1.108564,0.035735
24.45,14.657006,5.666661,0.039178,1.412485,1.108564,0.034271
24.5,14.657006,5.666661,0.039178,1.404013,1.108564,0.033356
24.55,14.657006,5.666661,0.039178,1.398585,1.108564,0.032215
24.6,14.657006,5.666661,0.039178,1.392893,1.108564,0.031133
24.65,14.657006,5.666661,0.039178,1.385927,1.108564,0.030272
24.7,14.657006,5.666661,0.039178,1.380782,1.108564,0.029234
24.75,14.657006,5.666661,0.039178,1.376375,1.108564,0.02812
24.8,14.657006,5.666661,0.039178,1.369596,1.108564,0.02758
24.85,14.657006,5.666661,0.039178,1.367101,1.108564,0.026146
24.9,14.657006,5.666661,0.039178,1.362306,1.108564,0.025365
24.95,14.657006,5.666661,0.039178,1.358448,1.108564,0.024431
25,14.657006,5.666661,0.039178,1.355207,1.108564,0.023358
25.05,14.657006,5.666661,0.039178,1.351258,1.108564,0.022876
25.1,14.657006,5.666661,0.039178,1.348183,1.108564,0.022267
25.15,14.657006,5.666661,0.039178,1.345668,1.108564,0.02167
25.2,14.657006,5.666661,0.039178,1.343642,1.108564,0.021224
25.25,14.657006,5.666661,0.039178,1.342255,1.108564,0.020593
25.3,14.657006,5.666661,0.039178,1.341352,1.108564,0.021033
25.35,14.657006,5.666661,0.039178,1.461955,1.108564,0.02097
25.4,14.657006,5.666661,0.039178,1.468019,1.108564,0.020583
25.45,14.657006,5.666661,0.039178,0,1.108564,0.020392
25.552703,14.657006,5.666661,0.039178,0,1.108564,0.020931
25.657588,14.657006,5.666661,0.039178,0,1.108564,0.021398
25.764911,14.657006,5.666661,0.039178,0,1.108564,0.022464
25.875061,14.657006,5.666661,0.039178,0,1.108564,0.023709
25.988559,14.657006,5.666661,0.039178,0,1.108564,0.025237
26.106121,14.657006,5.666661,0.039178,0,1.108564,0.02692
26.228636,14.657006,5.666661,0.039178,0,1.108564,0.028947
26.357353,14.657006,5.666661,0.039178,0,1.108564,0.03074
26.493591,14.657006,5.666661,0.039178,0,1.108564,0.032944
26.639519,14.657006,5.666661,0.039178,0,1.108564,0.03554
26.797955,14.657006,5.666661,0.039178,0,1.108564,0.038143
26.972311,14.657006,5.666661,0.039178,0,1.108564,0.04044
27.167599,14.657006,5.666661,0.039178,0,1.108564,0.042841
27.391333,14.657006,5.666661,0.039178,0,1.108564,0.045191
27.655532,14.657006,5.666661,0.039178,0,1.108564,0.047584
27.978362,14.657006,5.666661,0.039178,0,1.108564,0.049721
28.399722,14.657006,5.666661,0.039178,0,1.108564,0.051757
28.899722,14.657006,5.666661,0.039178,0,1.108564,0.05325
29.399722,14.657006,5.666661,0.039178,0,1.108564,0.053914
29.899722,14.657006,5.666661,0.039178,0,1.108564,0.05429
30.399722,14.657006,5.666661,0.039178,0,1.108564,0.054438
30.899722,14.657006,5.666661,0.039178,0,1.108564,0.054528
31.399722,14.657006,5.666661,0.039178,0,1.108564,0.054556
31.899722,14.657006,5.666661,0.039178,0,1.108564,0.054526
32.399722,14.657006,5.666661,0.039178,0,1.108564,0.054509
32.899722,14.657006,5.666661,0.039178,0,1.108564,0.054485
33.399722,14.657006,5.666661,0.039178,0,1.108564,0.054462
33.899722,14.657006,5.666661,0.039178,0,1.108564,0.054429
34.399722,14.657006,5.666661,0.039178,0,1.108564,0.0544
34.899722,14.657006,5.666661,0.039178,0,1.108564,0.054368
35.399722,14.657006,5.666661,0.039178,0,1.108564,0.054336
35.899722,14.657006,5.666661,0.039178,0,1.108564,0.054307
36.399722,14.657006,5.666661,0.039178,0,1.108564,0.054277
36.899722,14.657006,5.666661,0.039178,0,1.108564,0.054246
37.399722,14.657006,5.666661,0.039178,0,1.108564,0.054215
37.899722,14.657006,5.666661,0.039178,0,1.108564,0.054184
38.399722,14.657006,5.666661,0.039178,0,1.108564,0.054155
38.899722,14.657006,5.666661,0.039178,0,1.108564,0.054124
39.399722,14.657006,5.666661,0.039178,0,1.108564,0.054102
39.899722,14.657006,5.666661,0.039178,0,1.108564,0.054062
40.399722,14.657006,5.666661,0.039178,0,1.108564,0.054037
40.899722,14.657006,5.666661,0.039178,0,1.108564,0.054006
41.399722,14.657006,5.666661,0.039178,0,1.108564,0.053974
41.899722,14.657006,5.666661,0.039178,0,1.108564,0.053964
42.399722,14.657006,5.666661,0.039178,0,1.108564,0.05393
42.899722,14.657006,5.666661,0.039178,0,1.108564,0.05388
43.399722,14.657006,5.666661,0.039178,0,1.108564,0.05385
43.899722,14.657006,5.666661,0.039178,0,1.108564,0.053831
44.399722,14.657006,5.666661,0.039178,0,1.108564,0.053793
44.899722,14.657006,5.666661,0.039178,0,1.108564,0.053768
45.399722,14.657006,5.666661,0.039178,0,1.108564,0.05374
45.899722,14.657006,5.666661,0.039178,0,1.108564,0.053711
46.399722,14.657006,5.666661,0.039178,0,1.108564,0.053681
46.899722,14.657006,5.666661,0.039178,0,1.108564,0.053645
47.399722,14.657006,5.666661,0.039178,0,1.108564,0.053617
47.899722,14.657006,5.666661,0.039178,0,1.108564,0.053585
48.399722,14.657006,5.666661,0.039178,0,1.108564,0.05356
48.899722,14.657006,5.666661,0.039178,0,1.108564,0.053524
49.399722,14.657006,5.666661,0.039178,0,1.108564,0.053504
49.899722,14.657006,5.666661,0.039178,0,1.108564,0.053462
50.399722,14.657006,5.666661,0.039178,0,1.108564,0.05345
50.899722,14.657006,5.666661,0.039178,0,1.108564,0.053405
51.399722,14.657006,5.666661,0.039178,0,1.108564,0.05337
51.899722,14.657006,5.666661,0.039178,0,1.108564,0.053344
52.399722,14.657006,5.666661,0.039178,0,1.108564,0.053313
52.899722,14.657006,5.666661,0.039178,0,1.108564,0.053288
53.399722,14.657006,5.666661,0.039178,0,1.108564,0.053257
53.899722,14.657006,5.666661,0.039178,0,1.108564,0.053222
54.399722,14.657006,5.666661,0.039178,0,1.108564,0.0532
54.899722,14.657006,5.666661,0.039178,0,1.108564,0.05317
55.399722,14.657006,5.666661,0.039178,0,1.108564,0.053131
55.899722,14.657006,5.666661,0.039178,0,1.108564,0.053117
56.399722,14.657006,5.666661,0.039178,0,1.108564,0.053095
56.899722,14.657006,5.666661,0.039178,0,1.108564,0.053045
57.399722,14.657006,5.666661,0.039178,0,1.108564,0.053023
57.899722,14.657006,5.666661,0.039178,0,1.108564,0.052982
58.399722,14.657006,5.666661,0.039178,0,1.108564,0.052956
58.899722,14.657006,5.666661,0.039178,0,1.108564,0.052934
59.399722,14.657006,5.666661,0.039178,0,1.108564,0.052898
59.899722,14.657006,5.666661,0.039178,0,1.108564,0.052875
60.399722,14.657006,5.666661,0.039178,0,1.108564,0.052841
60.899722,14.657006,5.666661,0.039178,0,1.108564,0.052814
61.399722,14.657006,5.666661,0.039178,0,1.108564,0.052782
61.899722,14.657006,5.666661,0.039178,0,1.108564,0.052754
62.399722,14.657006,5.666661,0.039178,0,1.108564,0.052727
62.899722,14.657006,5.666661,0.039178,0,1.108564,0.052697
63.399722,14.657006,5.666661,0.039178,0,1.108564,0.052671
63.899722,14.657006,5.666661,0.039178,0,1.108564,0.05264
64.399722,14.657006,5.666661,0.039178,0,1.108564,0.052611
64.899722,14.657006,5.666661,0.039178,0,1.108564,0.052591
65.399722,14.657006,5.666661,0.039178,0,1.108564,0.052554
65.899722,14.657006,5.666661,0.039178,0,1.108564,0.052525
66.399722,14.657006,5.666661,0.039178,0,1.108564,0.052498
66.899722,14.657006,5.666661,0.039178,0,1.108564,0.05247
67.399722,14.657006,5.666661,0.039178,0,1.108564,0.052441
67.899722,14.657006,5.666661,0.039178,0,1.108564,0.052415
68.399722,14.657006,5.666661,0.039178,0,1.108564,0.052384
68.899722,14.657006,5.666661,0.039178,0,1.108564,0.052357
69.399722,14.657006,5.666661,0.039178,0,1.108564,0.052329
69.899722,14.657006,5.666661,0.039178,0,1.108564,0.052301
70.399722,14.657006,5.666661,0.039178,0,1.108564,0.052274
70.899722,14.657006,5.666661,0.039178,0,1.108564,0.052245
71.399722,14.657006,5.666661,0.039178,0,1.108564,0.052223
71.899722,14.657006,5.666661,0.039178,0,1.108564,0.052188
72.399722,14.657006,5.666661,0.039178,0,1.108564,0.052167
72.899722,14.657006,5.666661,0.039178,0,1.108564,0.052135
73.399722,14.657006,5.666661,0.039178,0,1.108564,0.052106
73.899722,14.657006,5.666661,0.039178,0,1.108564,0.052083
74.399722,14.657006,5.666661,0.039178,0,1.108564,0.052052
74.899722,14.657006,5.666661,0.039178,0,1.108564,0.052023
75.399722,14.657006,5.666661,0.039178,0,1.108564,0.051995
75.899722,14.657006,5.666661,0.039178,0,1.108564,0.051969
76.399722,14.657006,5.666661,0.039178,0,1.108564,0.051938
76.899722,14.657006,5.666661,0.039178,0,1.108564,0.051912
77.399722,14.657006,5.666661,0.039178,0,1.108564,0.051884
77.899722,14.657006,5.666661,0.039178,0,1.108564,0.051853
78.399722,14.657006,5.666661,0.039178,0,1.108564,0.051824
78.899722,14.657006,5.666661,0.039178,0,1.108564,0.051798
79.399722,14.657006,5.666661,0.039178,0,1.108564,0.051776
79.899722,14.657006,5.666661,0.039178,0,1.108564,0.05174
80.399722,14.657006,5.666661,0.039178,0,1.108564,0.051716
80.899722,14.657006,5.666661,0.039178,0,1.108564,0.051683
81.399722,14.657006,5.666661,0.039178,0,1.108564,0.051672
81.899722,14.657006,5.666661,0.039178,0,1.108564,0.051622
82.399722,14.657006,5.666661,0.039178,0,1.108564,0.051599
82.899722,14.657006,5.666661,0.039178,0,1.108564,0.05158
83.399722,14.657006,5.666661,0.039178,0,1.108564,0.051544
83.899722,14.657006,5.666661,0.039178,0,1.108564,0.051515
84.399722,14.657006,5.666661,0.039178,0,1.108564,0.051488
84.899722,14.657006,5.666661,0.039178,0,1.108564,0.051462
85.399722,14.657006,5.666661,0.039178,0,1.108564,0.051434
85.899722,14.657006,5.666661,0.039178,0,1.108564,0.051411
86.399722,14.657006,5.666661,0.039178,0,1.108564,0.051384
86.899722,14.657006,5.666661,0.039178,0,1.108564,0.051348
87.399722,14.657006,5.666661,0.039178,0,1.108564,0.051331
87.899722,14.657006,5.666661,0.039178,0,1.108564,0.051296
88.399722,14.657006,5.666661,0.039178,0,1.108564,0.05128
88.899722,14.657006,5.666661,0.039178,0,1.108564,0.051254
89.399722,14.657006,5.666661,0.039178,0,1.108564,0.051212
89.899722,14.657006,5.666661,0.039178,0,1.108564,0.051184
90.399722,14.657006,5.666661,0.039178,0,1.108564,0.051159
90.899722,14.657006,5.666661,0.039178,0,1.108564,0.051133
91.399722,14.657006,5.666661,0.039178,0,1.108564,0.051106
91.899722,14.657006,5.666661,0.039178,0,1.108564,0.051081
92.399722,14.657006,5.666661,0.039178,0,1.108564,0.051053
92.899722,14.657006,5.666661,0.039178,0,1.108564,0.051026
93.399722,14.657006,5.666661,0.039178,0,1.108564,0.051009
93.899722,14.657006,5.666661,0.039178,0,1.108564,0.05097
94.399722,14.657006,5.666661,0.039178,0,1.108564,0.050946
94.899722,14.657006,5.666661,0.039178,0,1.108564,0.050919
95.399722,14.657006,5.666661,0.039178,0,1.108564,0.050894
95.899722,14.657006,5.666661,0.039178,0,1.108564,0.050867
96.399722,14.657006,5.666661,0.039178,0,1.108564,0.050841
96.899722,14.657006,5.666661,0.039178,0,1.108564,0.050813
97.399722,14.657006,5.666661,0.039178,0,1.108564,0.050787
97.899722,14.657006,5.666661,0.039178,0,1.108564,0.050761
98.399722,14.657006,5.666661,0.039178,0,1.108564,0.050735
98.899722,14.657006,5.666661,0.039178,0,1.108564,0.050709
99.399722,14.657006,5.666661,0.039178,0,1.108564,0.050683
99.899722,14.657006,5.666661,0.039178,0,1.108564,0.05066
100.399722,14.657006,5.666661,0.039178,0,1.108564,0.050631
100.899722,14.657006,5.666661,0.039178,0,1.108564,0.050608
101.399722,14.657006,5.666661,0.039178,0,1.108564,0.050578
101.899722,14.657006,5.666661,0.039178,0,1.108564,0.050553
102.399722,14.657006,5.666661,0.039178,0,1.108564,0.050527
102.899722,14.657006,5.666661,0.039178,0,1.108564,0.050502
103.399722,14.657006,5.666661,0.039178,0,1.108564,0.050476
103.899722,14.657006,5.666661,0.039178,0,1.108564,0.05047
104.399722,14.657006,5.666661,0.039178,0,1.108564,0.050419
104.899722,14.657006,5.666661,0.039178,0,1.108564,0.050395
105.399722,14.657006,5.666661,0.039178,0,1.108564,0.050382
105.899722,14.657006,5.666661,0.039178,0,1.108564,0.050367
106.399722,14.657006,5.666661,0.039178,0,1.108564,0.050309
106.899722,14.657006,5.666661,0.039178,0,1.108564,0.050288
107.399722,14.657006,5.666661,0.039178,0,1.108564,0.050263
107.899722,14.657006,5.666661,0.039178,0,1.108564,0.050237
108.399722,14.657006,5.666661,0.039178,0,1.108564,0.050211
108.899722,14.657006,5.666661,0.039178,0,1.108564,0.050186
109.399722,14.657006,5.666661,0.039178,0,1.108564,0.050163
109.899722,14.657006,5.666661,0.039178,0,1.108564,0.050133
110.399722,14.657006,5.666661,0.039178,0,1.108564,0.050104
110.899722,14.657006,5.666661,0.039178,0,1.108564,0.050079
111.399722,14.657006,5.666661,0.039178,0,1.108564,0.050057
111.899722,14.657006,5.666661,0.039178,0,1.108564,0.050034
112.399722,14.657006,5.666661,0.039178,0,1.108564,0.049998
112.899722,14.657006,5.666661,0.039178,0,1.108564,0.049976
113.399722,14.657006,5.666661,0.039178,0,1.108564,0.049948
113.899722,14.657006,5.666661,0.039178,0,1.108564,0.049939
114.399722,14.657006,5.666661,0.039178,0,1.108564,0.049893
114.899722,14.657006,5.666661,0.039178,0,1.108564,0.049872
115.399722,14.657006,5.666661,0.039178,0,1.108564,0.049848
115.899722,14.657006,5.666661,0.039178,0,1.108564,0.049823
116.399722,14.657006,5.666661,0.039178,0,1.108564,0.0498
116.899722,14.657006,5.666661,0.039178,0,1.108564,0.049766
117.399722,14.657006,5.666661,0.039178,0,1.108564,0.049744
117.899722,14.657006,5.666661,0.039178,0,1.108564,0.049717
118.399722,14.657006,5.666661,0.039178,0,1.108564,0.049692
118.899722,14.657006,5.666661,0.039178,0,1.108564,0.049667
119.399722,14.657006,5.666661,0.039178,0,1.108564,0.049646
119.899722,14.657006,5.666661,0.039178,0,1.108564,0.049616
120.399722,14.657006,5.666661,0.039178,0,1.108564,0.04959
120.899722,14.657006,5.666661,0.039178,0,1.108564,0.049567
121.399722,14.657006,5.666661,0.039178,0,1.108564,0.049548
121.899722,14.657006,5.666661,0.039178,0,1.108564,0.049535
122.399722,14.657006,5.666661,0.039178,0,1.108564,0.049483
122.899722,14.657006,5.666661,0.039178,0,1.108564,0.049463
123.399722,14.657006,5.666661,0.039178,0,1.108564,0.049439
123.899722,14.657006,5.666661,0.039178,0,1.108564,0.049417
124.399722,14.657006,5.666661,0.039178,0,1.108564,0.049391
124.899722,14.657006,5.666661,0.039178,0,1.108564,0.049368
125.399722,14.657006,5.666661,0.039178,0,1.108564,0.049399
125.899722,14.657006,5.666661,0.039178,0,1.108564,0.049299
126.399722,14.657006,5.666661,0.039178,0,1.108564,0.049283
126.899722,14.657006,5.666661,0.039178,0,1.108564,0.049264
127.399722,14.657006,5.666661,0.039178,0,1.108564,0.049243
127.899722,14.657006,5.666661,0.039178,0,1.108564,0.049218
128.399722,14.657006,5.666661,0.039178,0,1.108564,0.049196
128.899722,14.657006,5.666661,0.039178,0,1.108564,0.049179
129.399722,14.657006,5.666661,0.039178,0,1.108564,0.04914
129.899722,14.657006,5.666661,0.039178,0,1.108564,0.049121
130.399722,14.657006,5.666661,0.039178,0,1.108564,0.049099
130.899722,14.657006,5.666661,0.039178,0,1.108564,0.049069
131.399722,14.657006,5.666661,0.039178,0,1.108564,0.049046
131.899722,14.657006,5.666661,0.039178,0,1.108564,0.049028
132.399722,14.657006,5.666661,0.039178,0,1.108564,0.048997
132.899722,14.657006,5.666661,0.039178,0,1.108564,0.048987
133.399722,14.657006,5.666661,0.039178,0,1.108564,0.048947
133.899722,14.657006,5.666661,0.039178,0,1.108564,0.048925
134.399722,14.657006,5.666661,0.039178,0,1.108564,0.048909
134.899722,14.657006,5.666661,0.039178,0,1.108564,0.048875
135.399722,14.657006,5.666661,0.039178,0,1.108564,0.048854
135.899722,14.657006,5.666661,0.039178,0,1.108564,0.048838
136.399722,14.657006,5.666661,0.039178,0,1.108564,0.048799
136.899722,14.657006,5.666661,0.039178,0,1.108564,0.048778
137.399722,14.657006,5.666661,0.039178,0,1.108564,0.048752
137.899722,14.657006,5.666661,0.039178,0,1.108564,0.048745
138.399722,14.657006,5.666661,0.039178,0,1.108564,0.048699
138.899722,14.657006,5.666661,0.039178,0,1.108564,0.048675
139.399722,14.657006,5.666661,0.039178,0,1.108564,0.048655
139.899722,14.657006,5.666661,0.039178,0,1.108564,0.048629
140.399722,14.657006,5.666661,0.039178,0,1.108564,0.048604
140.899722,14.657006,5.666661,0.039178,0,1.108564,0.04858
141.399722,14.657006,5.666661,0.039178,0,1.108564,0.048561
141.899722,14.657006,5.666661,0.039178,0,1.108564,0.04854
142.399722,14.657006,5.666661,0.039178,0,1.108564,0.048505
142.899722,14.657006,5.666661,0.039178,0,1.108564,0.048485
143.399722,14.657006,5.666661,0.039178,0,1.108564,0.048455
143.899722,14.657006,5.666661,0.039178,0,1.108564,0.048462
144.399722,14.657006,5.666661,0.039178,0,1.108564,0.0484
144.899722,14.657006,5.666661,0.039178,0,1.108564,0.048384
145.399722,14.657006,5.666661,0.039178,0,1.108564,0.048359
145.899722,14.657006,5.666661,0.039178,0,1.108564,0.048336
146.399722,14.657006,5.666661,0.039178,0,1.108564,0.048318
146.899722,14.657006,5.666661,0.039178,0,1.108564,0.048288
147.399722,14.657006,5.666661,0.039178,0,1.108564,0.048263
147.899722,14.657006,5.666661,0.039178,0,1.108564,0.048246
148.399722,14.657006,5.666661,0.039178,0,1.108564,0.048235
148.899722,14.657006,5.666661,0.039178,0,1.108564,0.048195
149.399722,14.657006,5.666661,0.039178,0,1.108564,0.048165
149.899722,14.657006,5.666661,0.039178,0,1.108564,0.048146
150.399722,14.657006,5.666661,0.039178,0,1.108564,0.048124
150.899722,14.657006,5.666661,0.039178,0,1.108564,0.048122
151.399722,14.657006,5.666661,0.039178,0,1.108564,0.048067
151.899722,14.657006,5.666661,0.039178,0,1.108564,0.048057
152.399722,14.657006,5.666661,0.039178,0,1.108564,0.04803
152.899722,14.657006,5.666661,0.039178,0,1.108564,0.048002
153.399722,14.657006,5.666661,0.039178,0,1.108564,0.047993
153.899722,14.657006,5.666661,0.039178,0,1.108564,0.04796
154.399722,14.657006,5.666661,0.039178,0,1.108564,0.04793
154.899722,14.657006,5.666661,0.039178,0,1.108564,0.047908
155.399722,14.657006,5.666661,0.039178,0,1.108564,0.047896
155.899722,14.657006,5.666661,0.039178,0,1.108564,0.047862
156.399722,14.657006,5.666661,0.039178,0,1.108564,0.047839
156.899722,14.657006,5.666661,0.039178,0,1.108564,0.047816
157.399722,14.657006,5.666661,0.039178,0,1.108564,0.047794
157.899722,14.657006,5.666661,0.039178,0,1.108564,0.047775
158.399722,14.657006,5.666661,0.039178,0,1.108564,0.047757
158.899722,14.657006,5.666661,0.039178,0,1.108564,0.047725
159.399722,14.657006,5.666661,0.039178,0,1.108564,0.0477
159.899722,14.657006,5.666661,0.039178,0,1.108564,0.047678
160.399722,14.657006,5.666661,0.039178,0,1.108564,0.047656
160.899722,14.657006,5.666661,0.039178,0,1.108564,0.047634
161.399722,14.657006,5.666661,0.039178,0,1.108564,0.047612
161.899722,14.657006,5.666661,0.039178,0,1.108564,0.047605
162.399722,14.657006,5.666661,0.039178,0,1.108564,0.047562
162.899722,14.657006,5.666661,0.039178,0,1.108564,0.047546
163.399722,14.657006,5.666661,0.039178,0,1.108564,0.047522
163.899722,14.657006,5.666661,0.039178,0,1.108564,0.047502
164.399722,14.657006,5.666661,0.039178,0,1.108564,0.047473
164.899722,14.657006,5.666661,0.039178,0,1.108564,0.047455
165.399722,14.657006,5.666661,0.039178,0,1.108564,0.047429
165.899722,14.657006,5.666661,0.039178,0,1.108564,0.047406
166.399722,14.657006,5.666661,0.039178,0,1.108564,0.047388
166.899722,14.657006,5.666661,0.039178,0,1.108564,0.047358
167.399722,14.657006,5.666661,0.039178,0,1.108564,0.047344
167.899722,14.657006,5.666661,0.039178,0,1.108564,0.04731
168.399722,14.657006,5.666661,0.039178,0,1.108564,0.047291
168.899722,14.657006,5.666661,0.039178,0,1.108564,0.04727
169.399722,14.657006,5.666661,0.039178,0,1.108564,0.047253
169.899722,14.657006,5.666661,0.039178,0,1.108564,0.04722
170.399722,14.657006,5.666661,0.039178,0,1.108564,0.047194
170.899722,14.657006,5.666661,0.039178,0,1.108564,0.047173
