 Time ,Mass ,LongitudinalMOI,RotationalMOI,CPLocation ,CGLocation,Mach number
171.399722,14.657006,5.666661,0.039178,0,1.108564,0.047153
171.899722,14.657006,5.666661,0.039178,0,1.108564,0.047127
172.399722,14.657006,5.666661,0.039178,0,1.108564,0.047104
172.899722,14.657006,5.666661,0.039178,0,1.108564,0.047083
173.399722,14.657006,5.666661,0.039178,0,1.108564,0.047059
173.899722,14.657006,5.666661,0.039178,0,1.108564,0.047039
174.399722,14.657006,5.666661,0.039178,0,1.108564,0.047014
174.899722,14.657006,5.666661,0.039178,0,1.108564,0.046993
175.399722,14.657006,5.666661,0.039178,0,1.108564,0.046966
175.899722,14.657006,5.666661,0.039178,0,1.108564,0.046945
176.399722,14.657006,5.666661,0.039178,0,1.108564,0.046934
176.899722,14.657006,5.666661,0.039178,0,1.108564,0.046896
177.399722,14.657006,5.666661,0.039178,0,1.108564,0.046883
177.899722,14.657006,5.666661,0.039178,0,1.108564,0.046856
178.399722,14.657006,5.666661,0.039178,0,1.108564,0.046834
178.899722,14.657006,5.666661,0.039178,0,1.108564,0.046824
179.399722,14.657006,5.666661,0.039178,0,1.108564,0.046787
179.899722,14.657006,5.666661,0.039178,0,1.108564,0.046762
180.399722,14.657006,5.666661,0.039178,0,1.108564,0.046749
180.899722,14.657006,5.666661,0.039178,0,1.108564,0.046729
181.399722,14.657006,5.666661,0.039178,0,1.108564,0.046694
181.899722,14.657006,5.666661,0.039178,0,1.108564,0.046676
182.399722,14.657006,5.666661,0.039178,0,1.108564,0.046653
182.899722,14.657006,5.666661,0.039178,0,1.108564,0.046632
183.399722,14.657006,5.666661,0.039178,0,1.108564,0.04661
183.899722,14.657006,5.666661,0.039178,0,1.108564,0.046591
184.399722,14.657006,5.666661,0.039178,0,1.108564,0.046565
184.899722,14.657006,5.666661,0.039178,0,1.108564,0.046549
185.399722,14.657006,5.666661,0.039178,0,1.108564,0.046527
185.899722,14.657006,5.666661,0.039178,0,1.108564,0.046497
186.399722,14.657006,5.666661,0.039178,0,1.108564,0.04648
186.899722,14.657006,5.666661,0.039178,0,1.108564,0.04646
187.399722,14.657006,5.666661,0.039178,0,1.108564,0.046437
187.899722,14.657006,5.666661,0.039178,0,1.108564,0.046411
188.399722,14.657006,5.666661,0.039178,0,1.108564,0.04639
188.899722,14.657006,5.666661,0.039178,0,1.108564,0.046376
189.399722,14.657006,5.666661,0.039178,0,1.108564,0.046346
189.899722,14.657006,5.666661,0.039178,0,1.108564,0.046326
190.399722,14.657006,5.666661,0.039178,0,1.108564,0.046305
190.899722,14.657006,5.666661,0.039178,0,1.108564,0.046284
191.399722,14.657006,5.666661,0.039178,0,1.108564,0.046271
191.899722,14.657006,5.666661,0.039178,0,1.108564,0.046238
192.399722,14.657006,5.666661,0.039178,0,1.108564,0.046221
192.899722,14.657006,5.666661,0.039178,0,1.108564,0.0462
193.399722,14.657006,5.666661,0.039178,0,1.108564,0.046177
193.899722,14.657006,5.666661,0.039178,0,1.108564,0.046154
194.399722,14.657006,5.666661,0.039178,0,1.108564,0.046146
194.899722,14.657006,5.666661,0.039178,0,1.108564,0.04611
195.399722,14.657006,5.666661,0.039178,0,1.108564,0.04609
195.899722,14.657006,5.666661,0.039178,0,1.108564,0.046075
196.399722,14.657006,5.666661,0.039178,0,1.108564,0.046048
196.400722,14.657006,5.666661,0.039178,0,1.108564,0.046048
196.412057,14.657006,5.666661,0.039178,0,1.108564,0.043093
196.425207,14.657006,5.666661,0.039178,0,1.108564,0.040138
196.440668,14.657006,5.666661,0.039178,0,1.108564,0.037183
196.459145,14.657006,5.666661,0.039178,0,1.108564,0.034228
196.481683,14.657006,5.666661,0.039178,0,1.108564,0.031274
196.509911,14.657006,5.666661,0.039178,0,1.108564,0.02832
196.546555,14.657006,5.666661,0.039178,0,1.108564,0.025364
196.596673,14.657006,5.666661,0.039178,0,1.108564,0.022409
196.671149,14.657006,5.666661,0.039178,0,1.108564,0.019455
196.800839,14.657006,5.666661,0.039178,0,1.108564,0.016501
197.022624,14.657006,5.666661,0.039178,0,1.108564,0.014671
197.272125,14.657006,5.666661,0.039178,0,1.108564,0.01455
197.772125,14.657006,5.666661,0.039178,0,1.108564,0.014576
198.023558,14.657006,5.666661,0.039178,0,1.108564,0.014553
198.275221,14.657006,5.666661,0.039178,0,1.108564,0.014543
198.526799,14.657006,5.666661,0.039178,0,1.108564,0.014559
198.778249,14.657006,5.666661,0.039178,0,1.108564,0.014554
199.029772,14.657006,5.666661,0.039178,0,1.108564,0.014531
199.28129,14.657006,5.666661,0.039178,0,1.108564,0.01454
199.532613,14.657006,5.666661,0.039178,0,1.108564,0.014561
199.783921,14.657006,5.666661,0.039178,0,1.108564,0.014531
200.035398,14.657006,5.666661,0.039178,0,1.108564,0.014539
200.286703,14.657006,5.666661,0.039178,0,1.108564,0.014535
200.537995,14.657006,5.666661,0.039178,0,1.108564,0.01454
200.789248,14.657006,5.666661,0.039178,0,1.108564,0.014538
201.040527,14.657006,5.666661,0.039178,0,1.108564,0.01453
201.2918,14.657006,5.666661,0.039178,0,1.108564,0.014535
201.543007,14.657006,5.666661,0.039178,0,1.108564,0.014529
201.794224,14.657006,5.666661,0.039178,0,1.108564,0.014567
202.045392,14.657006,5.666661,0.039178,0,1.108564,0.014512
202.296871,14.657006,5.666661,0.039178,0,1.108564,0.014542
202.54803,14.657006,5.666661,0.039178,0,1.108564,0.014521
202.799289,14.657006,5.666661,0.039178,0,1.108564,0.01453
203.050417,14.657006,5.666661,0.039178,0,1.108564,0.014522
203.301559,14.657006,5.666661,0.039178,0,1.108564,0.014526
203.552645,14.657006,5.666661,0.039178,0,1.108564,0.014528
203.803738,14.657006,5.666661,0.039178,0,1.108564,0.014517
204.054857,14.657006,5.666661,0.039178,0,1.108564,0.01452
204.305891,14.657006,5.666661,0.039178,0,1.108564,0.014518
204.556909,14.657006,5.666661,0.039178,0,1.108564,0.014518
204.807908,14.657006,5.666661,0.039178,0,1.108564,0.014516
205.058899,14.657006,5.666661,0.039178,0,1.108564,0.014532
205.309867,14.657006,5.666661,0.039178,0,1.108564,0.014514
205.560962,14.657006,5.666661,0.039178,0,1.108564,0.014519
205.811972,14.657006,5.666661,0.039178,0,1.108564,0.014526
206.062979,14.657006,5.666661,0.039178,0,1.108564,0.014501
206.31405,14.657006,5.666661,0.039178,0,1.108564,0.014521
206.564941,14.657006,5.666661,0.039178,0,1.108564,0.014503
206.815911,14.657006,5.666661,0.039178,0,1.108564,0.014523
207.066771,14.657006,5.666661,0.039178,0,1.108564,0.014501
207.317749,14.657006,5.666661,0.039178,0,1.108564,0.014515
207.5686,14.657006,5.666661,0.039178,0,1.108564,0.014538
207.81951,14.657006,5.666661,0.039178,0,1.108564,0.014495
208.070646,14.657006,5.666661,0.039178,0,1.108564,0.0145
208.321525,14.657006,5.666661,0.039178,0,1.108564,0.014501
208.572319,14.657006,5.666661,0.039178,0,1.108564,0.014499
209.072319,14.657006,5.666661,0.039178,0,1.108564,0.0145
209.323026,14.657006,5.666661,0.039178,0,1.108564,0.014497
209.573741,14.657006,5.666661,0.039178,0,1.108564,0.014526
209.824439,14.657006,5.666661,0.039178,0,1.108564,0.014499
210.075384,14.657006,5.666661,0.039178,0,1.108564,0.014485
210.326215,14.657006,5.666661,0.039178,0,1.108564,0.014493
210.576874,14.657006,5.666661,0.039178,0,1.108564,0.01449
211.076874,14.657006,5.666661,0.039178,0,1.108564,0.014509
211.327457,14.657006,5.666661,0.039178,0,1.108564,0.014493
211.578209,14.657006,5.666661,0.039178,0,1.108564,0.014482
211.828905,14.657006,5.666661,0.039178,0,1.108564,0.014487
212.079482,14.657006,5.666661,0.039178,0,1.108564,0.014484
212.579482,14.657006,5.666661,0.039178,0,1.108564,0.014484
212.829984,14.657006,5.666661,0.039178,0,1.108564,0.014493
213.080489,14.657006,5.666661,0.039178,0,1.108564,0.014474
213.331076,14.657006,5.666661,0.039178,0,1.108564,0.01448
213.581537,14.657006,5.666661,0.039178,0,1.108564,0.014478
213.831995,14.657006,5.666661,0.039178,0,1.108564,0.014511
214.082433,14.657006,5.666661,0.039178,0,1.108564,0.01448
214.333148,14.657006,5.666661,0.039178,0,1.108564,0.014465
214.583735,14.657006,5.666661,0.039178,0,1.108564,0.014493
214.834127,14.657006,5.666661,0.039178,0,1.108564,0.014473
215.084663,14.657006,5.666661,0.039178,0,1.108564,0.01447
215.335104,14.657006,5.666661,0.039178,0,1.108564,0.014478
215.585474,14.657006,5.666661,0.039178,0,1.108564,0.014492
215.835874,14.657006,5.666661,0.039178,0,1.108564,0.014489
216.086418,14.657006,5.666661,0.039178,0,1.108564,0.014454
216.337009,14.657006,5.666661,0.039178,0,1.108564,0.014464
216.587318,14.657006,5.666661,0.039178,0,1.108564,0.014467
216.837582,14.657006,5.666661,0.039178,0,1.108564,0.014492
217.087845,14.657006,5.666661,0.039178,0,1.108564,0.014459
217.338329,14.657006,5.666661,0.039178,0,1.108564,0.014466
217.588641,14.657006,5.666661,0.039178,0,1.108564,0.01446
217.838928,14.657006,5.666661,0.039178,0,1.108564,0.014458
218.089147,14.657006,5.666661,0.039178,0,1.108564,0.014492
218.33932,14.657006,5.666661,0.039178,0,1.108564,0.014441
218.589768,14.657006,5.666661,0.039178,0,1.108564,0.014456
218.839915,14.657006,5.666661,0.039178,0,1.108564,0.014457
219.090043,14.657006,5.666661,0.039178,0,1.108564,0.01447
219.340172,14.657006,5.666661,0.039178,0,1.108564,0.014465
219.590413,14.657006,5.666661,0.039178,0,1.108564,0.014443
219.840671,14.657006,5.666661,0.039178,0,1.108564,0.014451
220.090749,14.657006,5.666661,0.039178,0,1.108564,0.014452
220.340801,14.657006,5.666661,0.039178,0,1.108564,0.014448
220.840801,14.657006,5.666661,0.039178,0,1.108564,0.01445
221.090793,14.657006,5.666661,0.039178,0,1.108564,0.0145
221.340807,14.657006,5.666661,0.039178,0,1.108564,0.014421
221.591267,14.657006,5.666661,0.039178,0,1.108564,0.014442
221.841262,14.657006,5.666661,0.039178,0,1.108564,0.014443
222.091211,14.657006,5.666661,0.039178,0,1.108564,0.014447
222.341149,14.657006,5.666661,0.039178,0,1.108564,0.014441
222.591118,14.657006,5.666661,0.039178,0,1.108564,0.014438
222.841047,14.657006,5.666661,0.039178,0,1.108564,0.014438
223.090935,14.657006,5.666661,0.039178,0,1.108564,0.014441
223.340806,14.657006,5.666661,0.039178,0,1.108564,0.014481
223.590696,14.657006,5.666661,0.039178,0,1.108564,0.014418
223.840939,14.657006,5.666661,0.039178,0,1.108564,0.014431
224.090817,14.657006,5.666661,0.039178,0,1.108564,0.014455
224.340628,14.657006,5.666661,0.039178,0,1.108564,0.014424
224.590616,14.657006,5.666661,0.039178,0,1.108564,0.014446
224.84042,14.657006,5.666661,0.039178,0,1.108564,0.014452
225.090325,14.657006,5.666661,0.039178,0,1.108564,0.014413
225.340341,14.657006,5.666661,0.039178,0,1.108564,0.014428
225.590077,14.657006,5.666661,0.039178,0,1.108564,0.014427
225.839798,14.657006,5.666661,0.039178,0,1.108564,0.014437
226.089504,14.657006,5.666661,0.039178,0,1.108564,0.014423
226.339296,14.657006,5.666661,0.039178,0,1.108564,0.014476
226.589012,14.657006,5.666661,0.039178,0,1.108564,0.014395
226.839146,14.657006,5.666661,0.039178,0,1.108564,0.014422
227.088795,14.657006,5.666661,0.039178,0,1.108564,0.014424
227.33843,14.657006,5.666661,0.039178,0,1.108564,0.014464
227.588078,14.657006,5.666661,0.039178,0,1.108564,0.014396
227.838085,14.657006,5.666661,0.039178,0,1.108564,0.01442
228.087682,14.657006,5.666661,0.039178,0,1.108564,0.014424
228.337284,14.657006,5.666661,0.039178,0,1.108564,0.014415
228.586925,14.657006,5.666661,0.039178,0,1.108564,0.014422
228.836513,14.657006,5.666661,0.039178,0,1.108564,0.014409
229.086132,14.657006,5.666661,0.039178,0,1.108564,0.014411
229.586132,14.657006,5.666661,0.039178,0,1.108564,0.014426
229.835598,14.657006,5.666661,0.039178,0,1.108564,0.014436
230.085198,14.657006,5.666661,0.039178,0,1.108564,0.014392
230.334958,14.657006,5.666661,0.039178,0,1.108564,0.014409
230.584415,14.657006,5.666661,0.039178,0,1.108564,0.014404
230.833867,14.657006,5.666661,0.039178,0,1.108564,0.014408
231.083281,14.657006,5.666661,0.039178,0,1.108564,0.014402
231.332705,14.657006,5.666661,0.039178,0,1.108564,0.014402
231.582088,14.657006,5.666661,0.039178,0,1.108564,0.01444
231.831451,14.657006,5.666661,0.039178,0,1.108564,0.014381
232.081138,14.657006,5.666661,0.039178,0,1.108564,0.014399
232.330475,14.657006,5.666661,0.039178,0,1.108564,0.0144
232.579793,14.657006,5.666661,0.039178,0,1.108564,0.014396
233.079793,14.657006,5.666661,0.039178,0,1.108564,0.014413
233.329053,14.657006,5.666661,0.039178,0,1.108564,0.014385
233.578466,14.657006,5.666661,0.039178,0,1.108564,0.014394
233.827711,14.657006,5.666661,0.039178,0,1.108564,0.014407
234.076948,14.657006,5.666661,0.039178,0,1.108564,0.014396
234.326303,14.657006,5.666661,0.039178,0,1.108564,0.014398
234.575618,14.657006,5.666661,0.039178,0,1.108564,0.014387
234.824931,14.657006,5.666661,0.039178,0,1.108564,0.01439
235.074154,14.657006,5.666661,0.039178,0,1.108564,0.014383
235.323361,14.657006,5.666661,0.039178,0,1.108564,0.014387
235.572501,14.657006,5.666661,0.039178,0,1.108564,0.014385
235.82164,14.657006,5.666661,0.039178,0,1.108564,0.014384
236.070763,14.657006,5.666661,0.039178,0,1.108564,0.014382
236.319867,14.657006,5.666661,0.039178,0,1.108564,0.014387
236.568949,14.657006,5.666661,0.039178,0,1.108564,0.014386
236.818068,14.657006,5.666661,0.039178,0,1.108564,0.014375
237.067197,14.657006,5.666661,0.039178,0,1.108564,0.01438
237.316235,14.657006,5.666661,0.039178,0,1.108564,0.014385
237.565272,14.657006,5.666661,0.039178,0,1.108564,0.014372
237.814356,14.657006,5.666661,0.039178,0,1.108564,0.014378
238.063349,14.657006,5.666661,0.039178,0,1.108564,0.014378
238.312351,14.657006,5.666661,0.039178,0,1.108564,0.01437
238.561361,14.657006,5.666661,0.039178,0,1.108564,0.014373
238.81031,14.657006,5.666661,0.039178,0,1.108564,0.014379
239.059254,14.657006,5.666661,0.039178,0,1.108564,0.014366
239.308247,14.657006,5.666661,0.039178,0,1.108564,0.014392
239.557154,14.657006,5.666661,0.039178,0,1.108564,0.014379
239.806252,14.657006,5.666661,0.039178,0,1.108564,0.014357
240.055335,14.657006,5.666661,0.039178,0,1.108564,0.014368
240.304215,14.657006,5.666661,0.039178,0,1.108564,0.014368
240.553092,14.657006,5.666661,0.039178,0,1.108564,0.014361
240.801968,14.657006,5.666661,0.039178,0,1.108564,0.01437
241.050786,14.657006,5.666661,0.039178,0,1.108564,0.014372
241.299655,14.657006,5.666661,0.039178,0,1.108564,0.014361
241.548569,14.657006,5.666661,0.039178,0,1.108564,0.014366
241.797414,14.657006,5.666661,0.039178,0,1.108564,0.014368
242.046264,14.657006,5.666661,0.039178,0,1.108564,0.01435
242.295136,14.657006,5.666661,0.039178,0,1.108564,0.014356
242.543864,14.657006,5.666661,0.039178,0,1.108564,0.014356
242.792578,14.657006,5.666661,0.039178,0,1.108564,0.014373
243.041288,14.657006,5.666661,0.039178,0,1.108564,0.014346
243.29014,14.657006,5.666661,0.039178,0,1.108564,0.014361
243.538834,14.657006,5.666661,0.039178,0,1.108564,0.014368
243.78758,14.657006,5.666661,0.039178,0,1.108564,0.014378
244.036412,14.657006,5.666661,0.039178,0,1.108564,0.014345
244.285378,14.657006,5.666661,0.039178,0,1.108564,0.014342
244.534125,14.657006,5.666661,0.039178,0,1.108564,0.01435
244.782741,14.657006,5.666661,0.039178,0,1.108564,0.014345
245.031364,14.657006,5.666661,0.039178,0,1.108564,0.01435
245.27995,14.657006,5.666661,0.039178,0,1.108564,0.014342
245.528563,14.657006,5.666661,0.039178,0,1.108564,0.014342
245.777117,14.657006,5.666661,0.039178,0,1.108564,0.014349
246.025644,14.657006,5.666661,0.039178,0,1.108564,0.014342
246.274217,14.657006,5.666661,0.039178,0,1.108564,0.014339
246.522759,14.657006,5.666661,0.039178,0,1.108564,0.014339
246.771258,14.657006,5.666661,0.039178,0,1.108564,0.014341
247.019736,14.657006,5.666661,0.039178,0,1.108564,0.014337
247.268226,14.657006,5.666661,0.039178,0,1.108564,0.014351
247.516687,14.657006,5.666661,0.039178,0,1.108564,0.014358
247.765256,14.657006,5.666661,0.039178,0,1.108564,0.014337
248.01394,14.657006,5.666661,0.039178,0,1.108564,0.014323
248.262503,14.657006,5.666661,0.039178,0,1.108564,0.014333
248.510884,14.657006,5.666661,0.039178,0,1.108564,0.014387
248.759266,14.657006,5.666661,0.039178,0,1.108564,0.014302
249.00812,14.657006,5.666661,0.039178,0,1.108564,0.014332
249.256475,14.657006,5.666661,0.039178,0,1.108564,0.014353
249.504839,14.657006,5.666661,0.039178,0,1.108564,0.014313
249.753395,14.657006,5.666661,0.039178,0,1.108564,0.014328
250.001697,14.657006,5.666661,0.039178,0,1.108564,0.014418
250.250002,14.657006,5.666661,0.039178,0,1.108564,0.014316
250.4991,14.657006,5.666661,0.039178,0,1.108564,0.014302
250.747703,14.657006,5.666661,0.039178,0,1.108564,0.014321
250.99594,14.657006,5.666661,0.039178,0,1.108564,0.01433
251.244166,14.657006,5.666661,0.039178,0,1.108564,0.014326
251.492464,14.657006,5.666661,0.039178,0,1.108564,0.014344
251.740766,14.657006,5.666661,0.039178,0,1.108564,0.014314
251.989228,14.657006,5.666661,0.039178,0,1.108564,0.014313
252.237506,14.657006,5.666661,0.039178,0,1.108564,0.014313
252.485687,14.657006,5.666661,0.039178,0,1.108564,0.014315
252.733822,14.657006,5.666661,0.039178,0,1.108564,0.014312
252.981952,14.657006,5.666661,0.039178,0,1.108564,0.014312
253.230056,14.657006,5.666661,0.039178,0,1.108564,0.014343
253.478147,14.657006,5.666661,0.039178,0,1.108564,0.014327
253.726501,14.657006,5.666661,0.039178,0,1.108564,0.014297
253.974856,14.657006,5.666661,0.039178,0,1.108564,0.014307
254.222948,14.657006,5.666661,0.039178,0,1.108564,0.014317
254.471003,14.657006,5.666661,0.039178,0,1.108564,0.014302
254.719121,14.657006,5.666661,0.039178,0,1.108564,0.014329
254.967146,14.657006,5.666661,0.039178,0,1.108564,0.014301
255.215356,14.657006,5.666661,0.039178,0,1.108564,0.014309
255.46342,14.657006,5.666661,0.039178,0,1.108564,0.014305
255.711484,14.657006,5.666661,0.039178,0,1.108564,0.014307
255.959514,14.657006,5.666661,0.039178,0,1.108564,0.014295
256.207543,14.657006,5.666661,0.039178,0,1.108564,0.014299
256.455472,14.657006,5.666661,0.039178,0,1.108564,0.014352
256.703386,14.657006,5.666661,0.039178,0,1.108564,0.014271
256.951757,14.657006,5.666661,0.039178,0,1.108564,0.014301
257.199656,14.657006,5.666661,0.039178,0,1.108564,0.014329
257.447581,14.657006,5.666661,0.039178,0,1.108564,0.014274
257.695763,14.657006,5.666661,0.039178,0,1.108564,0.014301
257.9436,14.657006,5.666661,0.039178,0,1.108564,0.014288
258.191498,14.657006,5.666661,0.039178,0,1.108564,0.014294
258.439318,14.657006,5.666661,0.039178,0,1.108564,0.014287
258.687151,14.657006,5.666661,0.039178,0,1.108564,0.014303
258.934927,14.657006,5.666661,0.039178,0,1.108564,0.014279
259.18282,14.657006,5.666661,0.039178,0,1.108564,0.0143
259.430565,14.657006,5.666661,0.039178,0,1.108564,0.014287
259.678416,14.657006,5.666661,0.039178,0,1.108564,0.014283
259.926209,14.657006,5.666661,0.039178,0,1.108564,0.014286
260.17394,14.657006,5.666661,0.039178,0,1.108564,0.014281
260.421669,14.657006,5.666661,0.039178,0,1.108564,0.01428
260.669354,14.657006,5.666661,0.039178,0,1.108564,0.01428
260.917014,14.657006,5.666661,0.039178,0,1.108564,0.014289
261.164664,14.657006,5.666661,0.039178,0,1.108564,0.01431
261.412385,14.657006,5.666661,0.039178,0,1.108564,0.014258
261.66033,14.657006,5.666661,0.039178,0,1.108564,0.014299
261.907932,14.657006,5.666661,0.039178,0,1.108564,0.014267
262.155726,14.657006,5.666661,0.039178,0,1.108564,0.014304
262.403334,14.657006,5.666661,0.039178,0,1.108564,0.014259
262.65117,14.657006,5.666661,0.039178,0,1.108564,0.014272
262.898736,14.657006,5.666661,0.039178,0,1.108564,0.01427
263.398736,14.657006,5.666661,0.039178,0,1.108564,0.014299
263.646226,14.657006,5.666661,0.039178,0,1.108564,0.014253
263.893974,14.657006,5.666661,0.039178,0,1.108564,0.014267
264.141452,14.657006,5.666661,0.039178,0,1.108564,0.014274
264.388917,14.657006,5.666661,0.039178,0,1.108564,0.014265
264.63644,14.657006,5.666661,0.039178,0,1.108564,0.014267
264.883912,14.657006,5.666661,0.039178,0,1.108564,0.014262
265.131382,14.657006,5.666661,0.039178,0,1.108564,0.014262
265.378806,14.657006,5.666661,0.039178,0,1.108564,0.01426
265.626205,14.657006,5.666661,0.039178,0,1.108564,0.01426
265.873582,14.657006,5.666661,0.039178,0,1.108564,0.014259
266.120944,14.657006,5.666661,0.039178,0,1.108564,0.014258
266.368292,14.657006,5.666661,0.039178,0,1.108564,0.014257
266.615625,14.657006,5.666661,0.039178,0,1.108564,0.014269
266.862951,14.657006,5.666661,0.039178,0,1.108564,0.014248
267.110373,14.657006,5.666661,0.039178,0,1.108564,0.014254
267.357667,14.657006,5.666661,0.039178,0,1.108564,0.014253
267.604945,14.657006,5.666661,0.039178,0,1.108564,0.014253
267.852213,14.657006,5.666661,0.039178,0,1.108564,0.014251
268.099478,14.657006,5.666661,0.039178,0,1.108564,0.014266
268.346725,14.657006,5.666661,0.039178,0,1.108564,0.014259
268.594095,14.657006,5.666661,0.039178,0,1.108564,0.014239
268.841467,14.657006,5.666661,0.039178,0,1.108564,0.014248
269.088668,14.657006,5.666661,0.039178,0,1.108564,0.014246
269.335864,14.657006,5.666661,0.039178,0,1.108564,0.014245
269.583042,14.657006,5.666661,0.039178,0,1.108564,0.014245
269.830202,14.657006,5.666661,0.039178,0,1.108564,0.014248
270.077359,14.657006,5.666661,0.039178,0,1.108564,0.01424
270.324542,14.657006,5.666661,0.039178,0,1.108564,0.014253
270.571669,14.657006,5.666661,0.039178,0,1.108564,0.014248
270.818878,14.657006,5.666661,0.039178,0,1.108564,0.014231
271.06609,14.657006,5.666661,0.039178,0,1.108564,0.01424
271.31316,14.657006,5.666661,0.039178,0,1.108564,0.014235
271.560236,14.657006,5.666661,0.039178,0,1.108564,0.014245
271.807274,14.657006,5.666661,0.039178,0,1.108564,0.014238
272.307274,14.657006,5.666661,0.039178,0,1.108564,0.014242
272.554322,14.657006,5.666661,0.039178,0,1.108564,0.014237
272.801409,14.657006,5.666661,0.039178,0,1.108564,0.014225
273.048473,14.657006,5.666661,0.039178,0,1.108564,0.014237
273.295427,14.657006,5.666661,0.039178,0,1.108564,0.014232
273.542428,14.657006,5.666661,0.039178,0,1.108564,0.014227
273.789411,14.657006,5.666661,0.039178,0,1.108564,0.014236
274.036349,14.657006,5.666661,0.039178,0,1.108564,0.01425
274.283342,14.657006,5.666661,0.039178,0,1.108564,0.014212
274.530481,14.657006,5.666661,0.039178,0,1.108564,0.014224
274.777372,14.657006,5.666661,0.039178,0,1.108564,0.014231
275.024245,14.657006,5.666661,0.039178,0,1.108564,0.014224
275.271167,14.657006,5.666661,0.039178,0,1.108564,0.014217
275.518054,14.657006,5.666661,0.039178,0,1.108564,0.014224
275.764869,14.657006,5.666661,0.039178,0,1.108564,0.014227
276.011712,14.657006,5.666661,0.039178,0,1.108564,0.014216
276.25859,14.657006,5.666661,0.039178,0,1.108564,0.014223
276.505398,14.657006,5.666661,0.039178,0,1.108564,0.014231
276.752232,14.657006,5.666661,0.039178,0,1.108564,0.014204
276.999148,14.657006,5.666661,0.039178,0,1.108564,0.014213
277.245876,14.657006,5.666661,0.039178,0,1.108564,0.014239
277.49259,14.657006,5.666661,0.039178,0,1.108564,0.014213
277.739522,14.657006,5.666661,0.039178,0,1.108564,0.014212
277.98634,14.657006,5.666661,0.039178,0,1.108564,0.014205
278.23309,14.657006,5.666661,0.039178,0,1.108564,0.014222
278.47975,14.657006,5.666661,0.039178,0,1.108564,0.014201
278.726516,14.657006,5.666661,0.039178,0,1.108564,0.014227
278.973147,14.657006,5.666661,0.039178,0,1.108564,0.014206
279.219946,14.657006,5.666661,0.039178,0,1.108564,0.014207
279.466643,14.657006,5.666661,0.039178,0,1.108564,0.014225
279.713303,14.657006,5.666661,0.039178,0,1.108564,0.014197
279.960105,14.657006,5.666661,0.039178,0,1.108564,0.014198
280.206728,14.657006,5.666661,0.039178,0,1.108564,0.014204
280.453275,14.657006,5.666661,0.039178,0,1.108564,0.014232
280.699835,14.657006,5.666661,0.039178,0,1.108564,0.01423
280.946653,14.657006,5.666661,0.039178,0,1.108564,0.014175
281.193577,14.657006,5.666661,0.039178,0,1.108564,0.014216
281.440079,14.657006,5.666661,0.039178,0,1.108564,0.014186
281.68673,14.657006,5.666661,0.039178,0,1.108564,0.014198
281.933195,14.657006,5.666661,0.039178,0,1.108564,0.014195
282.179673,14.657006,5.666661,0.039178,0,1.108564,0.014191
282.426133,14.657006,5.666661,0.039178,0,1.108564,0.014194
282.672556,14.657006,5.666661,0.039178,0,1.108564,0.014196
282.918983,14.657006,5.666661,0.039178,0,1.108564,0.014191
283.165433,14.657006,5.666661,0.039178,0,1.108564,0.014187
283.41185,14.657006,5.666661,0.039178,0,1.108564,0.014191
283.658219,14.657006,5.666661,0.039178,0,1.108564,0.014188
283.904599,14.657006,5.666661,0.039178,0,1.108564,0.014201
284.150961,14.657006,5.666661,0.039178,0,1.108564,0.014177
284.397427,14.657006,5.666661,0.039178,0,1.108564,0.014209
284.643739,14.657006,5.666661,0.039178,0,1.108564,0.01419
284.890255,14.657006,5.666661,0.039178,0,1.108564,0.014181
285.136708,14.657006,5.666661,0.039178,0,1.108564,0.014177
285.383055,14.657006,5.666661,0.039178,0,1.108564,0.014199
285.629318,14.657006,5.666661,0.039178,0,1.108564,0.014175
285.875729,14.657006,5.666661,0.039178,0,1.108564,0.014177
286.12201,14.657006,5.666661,0.039178,0,1.108564,0.014191
286.368247,14.657006,5.666661,0.039178,0,1.108564,0.014173
286.614578,14.657006,5.666661,0.039178,0,1.108564,0.014175
286.860801,14.657006,5.666661,0.039178,0,1.108564,0.01418
287.106989,14.657006,5.666661,0.039178,0,1.108564,0.01417
287.353212,14.657006,5.666661,0.039178,0,1.108564,0.014173
287.599364,14.657006,5.666661,0.039178,0,1.108564,0.014188
287.845505,14.657006,5.666661,0.039178,0,1.108564,0.014173
288.091774,14.657006,5.666661,0.039178,0,1.108564,0.014163
288.337984,14.657006,5.666661,0.039178,0,1.108564,0.01417
288.584076,14.657006,5.666661,0.039178,0,1.108564,0.014166
288.830172,14.657006,5.666661,0.039178,0,1.108564,0.014168
289.076238,14.657006,5.666661,0.039178,0,1.108564,0.014176
289.322309,14.657006,5.666661,0.039178,0,1.108564,0.014183
289.568455,14.657006,5.666661,0.039178,0,1.108564,0.014153
289.814699,14.657006,5.666661,0.039178,0,1.108564,0.014167
290.060734,14.657006,5.666661,0.039178,0,1.108564,0.014158
290.306784,14.657006,5.666661,0.039178,0,1.108564,0.014167
290.552766,14.657006,5.666661,0.039178,0,1.108564,0.014156
290.798792,14.657006,5.666661,0.039178,0,1.108564,0.014162
291.044746,14.657006,5.666661,0.039178,0,1.108564,0.014157
291.290716,14.657006,5.666661,0.039178,0,1.108564,0.014179
291.536654,14.657006,5.666661,0.039178,0,1.108564,0.014154
291.782765,14.657006,5.666661,0.039178,0,1.108564,0.014152
292.028756,14.657006,5.666661,0.039178,0,1.108564,0.014152
